enter,EXIT,1,2,3,4,5
GOPENG Toll,BUKIT TAGAR Toll,13.94,25.5,34,6.97,10.5
GOPENG Toll,JAWI Toll,14.27,26.1,34.8,7.13,10.66
GOPENG Toll,BUKIT BERUNTUNG Toll,14.92,27.2,36.3,7.46,11.15
GOPENG Toll,BKT. TAMBUN UTARA Toll,15.58,28.6,38.1,7.87,11.64
GOPENG Toll,SUNGAI BUAYA Toll,15.66,28.6,38.2,7.87,11.73
GOPENG Toll,JURU Toll,16.32,29.9,39.9,8.2,12.22
GOPENG Toll,RAWANG Toll,16.65,30.4,40.5,8.28,12.46
GOPENG Toll,RAWANG SELATAN Toll,17.14,31.3,41.7,8.53,12.87
GOPENG Toll,SG. BULOH HOSPITAL Toll,17.79,32.5,43.4,8.86,13.37
GOPENG Toll,SG. BULOH Toll,18.04,32.9,43.9,9.02,13.53
GOPENG Toll,BERTAM Toll,17.63,32.2,43,8.93,13.82
GOPENG Toll,KOTA DAMANSARA Toll,18.7,34.2,45.5,9.35,14.02
GOPENG Toll,DAMANSARA Toll,19.11,35,46.6,9.59,14.35
GOPENG Toll,Jalan Duta Toll,19.27,35.3,47,9.68,14.43
GOPENG Toll,SUBANG Toll,19.27,35.3,47,9.68,14.43
GOPENG Toll,SG. PETANI SELATAN Toll,19.27,35.2,46.9,9.75,14.51
GOPENG Toll,Shah Alam Toll,19.84,36.3,48.4,9.92,14.92
GOPENG Toll,SG. PETANI UTARA Toll,20.01,36.5,48.7,10.08,15
GOPENG Toll,Seafield Toll,20.5,37.5,49.9,10.25,15.33
GOPENG Toll,Setia Alam Toll,20.83,38,50.7,10.41,15.58
GOPENG Toll,USJ Toll,20.91,38.2,50.9,10.41,15.66
GOPENG Toll,Bukit Raja Toll,20.99,38.3,51.1,10.5,15.74
GOPENG Toll,PUTRA HEIGHTS Toll,21.4,39.2,52.2,10.66,16.07
GOPENG Toll,Bandar Saujana Putra Toll,21.73,39.7,52.9,10.82,16.32
GOPENG Toll,GURUN Toll,21.81,39.9,53.2,11.07,16.4
GOPENG Toll,BANDAR GAMUDA COVE Toll,22.8,41.8,55.7,11.4,17.14
GOPENG Toll,Putra Jaya Toll,23.29,42.6,56.7,11.64,17.47
GOPENG Toll,BANDAR SERENIA Toll,24.03,44,58.6,12.05,18.04
GOPENG Toll,PENDANG Toll,24.02,43.9,58.5,12.13,18.04
GOPENG Toll,KLIA Toll,24.6,44.7,59.4,12.46,18.53
GOPENG Toll,Nilai Toll,25.75,47.2,62.9,12.96,19.35
GOPENG Toll,Putera Mahkota Toll,25.83,47.3,63,12.96,19.35
GOPENG Toll,SOUTHVILLE CITY Toll,26.24,48,64,13.12,19.68
GOPENG Toll,Alor Setar Selatan Toll,25.66,46.9,62.5,12.95,19.72
GOPENG Toll,Alor Setar Utara Toll,26.32,48,64,13.28,19.76
GOPENG Toll,BANGI Toll,26.65,48.7,64.9,13.37,19.93
GOPENG Toll,KAJANG Toll,27.31,50,66.5,13.69,20.42
GOPENG Toll,Hutan Kampung Toll,26.98,49.3,65.7,13.61,20.52
GOPENG Toll,Bandar Ainsdale Toll,27.47,50.3,66.9,13.78,20.58
GOPENG Toll,UPM Toll,27.55,50.4,67.1,13.78,20.58
GOPENG Toll,SEREMBAN Toll,27.8,50.9,67.8,13.94,20.83
GOPENG Toll,Sg. Besi Toll,28.04,51.3,68.3,14.02,20.99
GOPENG Toll,Port Dickson Toll,28.21,51.6,68.7,14.1,21.16
GOPENG Toll,Senawang Toll,28.62,52.4,69.8,14.35,21.48
GOPENG Toll,PEDAS LINGGI Toll,30.5,55.8,74.3,15.25,22.8
GOPENG Toll,Simpang Ampat Toll,33.05,60.5,80.5,16.56,24.76
GOPENG Toll,Ayer Keroh Toll,35.42,64.8,86.4,17.79,26.57
GOPENG Toll,Jasin Toll,37.23,68.1,90.7,18.61,27.88
GOPENG Toll,Tangkak Toll,38.38,70.2,93.6,19.27,28.78
GOPENG Toll,Bukit Gambir Toll,39.69,72.7,96.9,19.93,29.77
GOPENG Toll,Pagoh Toll,41.49,75.8,101.1,20.75,31.08
GOPENG Toll,Yong Peng Utara Toll,46.25,84.6,112.8,23.21,34.69
GOPENG Toll,Ayer Hitam Toll,48.46,88.6,118.1,24.27,36.33
GOPENG Toll,Machap Toll,49.28,90.1,120.1,24.68,36.9
GOPENG Toll,BANDAR CASSIA Toll,21.51,59.1,108.3,16.43,38.02
GOPENG Toll,Spg. Renggam Toll,50.84,93,123.9,25.42,38.13
GOPENG Toll,Sedenak Toll,52.89,96.7,128.9,26.49,39.61
GOPENG Toll,KULAI Toll,54.37,99.5,132.6,27.22,40.75
GOPENG Toll,Senai Utara Toll,55.43,101.3,135.1,27.72,41.49
GOPENG Toll,Skudai Toll,55.76,101.9,135.9,27.88,41.74
GURUN Toll,SG. PETANI UTARA Toll,2.13,3.9,5.2,1.06,1.55
GURUN Toll,PENDANG Toll,2.46,4.5,6,1.23,1.8
GURUN Toll,SG. PETANI SELATAN Toll,3.11,5.7,7.6,1.55,2.37
GURUN Toll,Alor Setar Selatan Toll,3.93,7.2,9.5,1.96,2.95
GURUN Toll,BERTAM Toll,4.42,8.1,10.7,2.21,3.28
GURUN Toll,Alor Setar Utara Toll,4.59,8.4,11.1,2.29,3.44
GURUN Toll,Hutan Kampung Toll,4.75,8.7,11.6,2.37,3.6
GURUN Toll,Ipoh Selatan Toll,5.49,10,13.3,2.87,4.18
GURUN Toll,SG. DUA Toll,5.49,10,13.3,2.87,4.18
GURUN Toll,BKT. TAMBUN SELATAN Toll,6.39,11.6,15.5,3.28,4.84
GURUN Toll,JAWI Toll,7.79,14.2,18.9,4.02,5.9
GURUN Toll,BANDAR BAHARU Toll,9.1,16.6,22.1,4.67,6.89
GURUN Toll,ALOR PONGSU Toll,9.67,17.6,23.5,5,7.3
GURUN Toll,BUKIT MERAH Toll,11.15,20.4,27.2,5.74,8.44
GURUN Toll,TAIPING UTARA Toll,12.46,22.7,30.3,6.4,9.43
GURUN Toll,CANGKAT JERING Toll,14.1,25.7,34.2,7.13,10.66
GURUN Toll,KUALA KANGSAR Toll,16.56,30.2,40.2,8.36,12.46
GURUN Toll,IPOH UTARA Toll,19.27,35.2,46.9,9.76,14.51
GURUN Toll,SIMPANG PULAI Toll,20.74,37.9,50.4,10.5,15.58
GURUN Toll,GOPENG Toll,21.81,39.9,53.2,11.07,16.4
GURUN Toll,TAPAH Toll,25.17,46,61.3,12.71,18.94
GURUN Toll,BIDOR Toll,26.65,48.8,65,13.45,20.09
GURUN Toll,SUNGKAI Toll,28.2,51.5,68.7,14.19,21.24
GURUN Toll,SLIM RIVER Toll,30.34,55.4,73.8,15.25,22.79
GURUN Toll,BEHRANG Toll,31.98,58.4,77.9,16.15,24.02
GURUN Toll,Tg. Malim Toll,33.62,61.4,81.8,16.89,25.25
GURUN Toll,LEMBAH BERINGIN Toll,34.6,63.2,84.3,17.47,25.99
GURUN Toll,BUKIT TAGAR Toll,35.58,65.1,86.7,17.96,26.73
GURUN Toll,BUKIT BERUNTUNG Toll,36.57,66.8,89,18.37,27.47
GURUN Toll,SUNGAI BUAYA Toll,37.31,68.2,90.9,18.78,28.04
GURUN Toll,RAWANG Toll,38.29,70,93.3,19.27,28.78
GURUN Toll,RAWANG SELATAN Toll,38.78,70.9,94.5,19.52,29.19
GURUN Toll,SG. BULOH HOSPITAL Toll,39.44,72.1,96.1,19.84,29.68
GURUN Toll,SG. BULOH Toll,39.68,72.5,96.7,19.93,29.85
GURUN Toll,KOTA DAMANSARA Toll,40.34,73.7,98.3,20.34,30.34
GURUN Toll,DAMANSARA Toll,40.75,74.6,99.4,20.5,30.67
GURUN Toll,Jalan Duta Toll,41,74.9,99.8,20.58,30.75
GURUN Toll,SUBANG Toll,41,74.9,99.8,20.58,30.75
GURUN Toll,Shah Alam Toll,41.49,75.9,101.1,20.91,31.24
GURUN Toll,Seafield Toll,42.23,77.2,102.8,21.24,31.65
GURUN Toll,BANDAR CASSIA Toll,12.98,43.4,87.3,12.24,31.7
GURUN Toll,Setia Alam Toll,42.47,77.6,103.5,21.32,31.9
GURUN Toll,USJ Toll,42.64,77.9,103.8,21.4,31.98
GURUN Toll,Bukit Raja Toll,42.64,77.9,103.9,21.4,32.06
GURUN Toll,PUTRA HEIGHTS Toll,43.13,78.9,105.1,21.65,32.39
GURUN Toll,Bandar Saujana Putra Toll,43.46,79.4,105.8,21.81,32.63
GURUN Toll,BANDAR GAMUDA COVE Toll,44.52,81.4,108.5,22.39,33.45
GURUN Toll,Putra Jaya Toll,45.01,82.3,109.6,22.63,33.78
GURUN Toll,BANDAR SERENIA Toll,45.75,83.6,111.5,23.04,34.36
GURUN Toll,KLIA Toll,46.24,84.3,112.1,23.45,34.77
GURUN Toll,Nilai Toll,47.47,86.8,115.6,23.86,35.67
GURUN Toll,Putera Mahkota Toll,47.47,86.9,115.8,23.94,35.67
GURUN Toll,SOUTHVILLE CITY Toll,47.97,87.6,116.8,24.11,36
GURUN Toll,BANGI Toll,48.29,88.3,117.7,24.27,36.24
GURUN Toll,KAJANG Toll,48.95,89.5,119.3,24.68,36.73
GURUN Toll,Bandar Ainsdale Toll,49.11,89.8,119.7,24.76,36.9
GURUN Toll,UPM Toll,49.2,89.9,119.8,24.76,36.9
GURUN Toll,SEREMBAN Toll,49.44,90.5,120.5,24.93,37.14
GURUN Toll,Sg. Besi Toll,49.69,90.9,121.1,25.01,37.31
GURUN Toll,Port Dickson Toll,49.93,91.3,121.6,25.09,37.47
GURUN Toll,Senawang Toll,50.34,92.1,122.7,25.34,37.8
GURUN Toll,PEDAS LINGGI Toll,52.15,95.3,127,26.24,39.11
GURUN Toll,Simpang Ampat Toll,54.69,100,133.3,27.55,41.08
GURUN Toll,Ayer Keroh Toll,57.07,104.4,139.1,28.7,42.88
GURUN Toll,Jasin Toll,58.87,107.7,143.5,29.6,44.2
GURUN Toll,Tangkak Toll,60.02,109.8,146.3,30.18,45.1
GURUN Toll,Bukit Gambir Toll,61.41,112.3,149.6,30.83,46.08
GURUN Toll,Pagoh Toll,63.14,115.5,154,31.73,47.39
GURUN Toll,Yong Peng Utara Toll,67.89,124.2,165.5,34.11,51
GURUN Toll,Ayer Hitam Toll,70.11,128.2,170.8,35.18,52.64
GURUN Toll,Machap Toll,70.93,129.7,172.9,35.59,53.22
GURUN Toll,Spg. Renggam Toll,72.48,132.6,176.7,36.41,54.45
GURUN Toll,Sedenak Toll,74.53,136.3,181.7,37.47,55.92
GURUN Toll,KULAI Toll,76.09,139.1,185.4,38.21,57.07
GURUN Toll,Senai Utara Toll,77.08,140.9,187.8,38.7,57.81
GURUN Toll,Skudai Toll,77.4,141.5,188.6,38.87,58.05
Hutan Kampung Toll,Alor Setar Utara Toll,0.32,0.7,0.9,0.16,0.24
Hutan Kampung Toll,Alor Setar Selatan Toll,1.14,2.2,2.9,0.57,0.9
Hutan Kampung Toll,PENDANG Toll,3.19,5.9,7.9,1.64,2.46
Hutan Kampung Toll,GURUN Toll,4.75,8.7,11.6,2.37,3.6
Hutan Kampung Toll,SG. PETANI UTARA Toll,7.21,13.2,17.6,3.6,5.41
Hutan Kampung Toll,SG. PETANI SELATAN Toll,8.28,15.1,20.1,4.1,6.15
Hutan Kampung Toll,BERTAM Toll,9.51,17.4,23.2,4.75,7.13
Hutan Kampung Toll,Ipoh Selatan Toll,10.66,19.4,25.8,5.41,8.3
Hutan Kampung Toll,SG. DUA Toll,10.66,19.4,25.8,5.41,8.3
Hutan Kampung Toll,BKT. TAMBUN SELATAN Toll,11.56,21,28,5.82,8.96
Hutan Kampung Toll,JAWI Toll,12.96,23.6,31.4,6.56,10.02
Hutan Kampung Toll,BANDAR BAHARU Toll,14.27,26,34.6,7.21,11.01
Hutan Kampung Toll,ALOR PONGSU Toll,14.84,27,36,7.54,11.42
Hutan Kampung Toll,BUKIT MERAH Toll,16.32,29.8,39.7,8.28,12.56
Hutan Kampung Toll,TAIPING UTARA Toll,17.63,32.1,42.8,8.94,13.55
Hutan Kampung Toll,CANGKAT JERING Toll,19.27,35.1,46.7,9.67,14.78
Hutan Kampung Toll,KUALA KANGSAR Toll,21.73,39.6,52.7,10.9,16.58
Hutan Kampung Toll,IPOH UTARA Toll,24.44,44.6,59.4,12.3,18.63
Hutan Kampung Toll,SIMPANG PULAI Toll,25.91,47.3,62.9,13.04,19.7
Hutan Kampung Toll,GOPENG Toll,26.98,49.3,65.7,13.61,20.52
Hutan Kampung Toll,TAPAH Toll,30.34,55.4,73.8,15.25,23.06
Hutan Kampung Toll,BIDOR Toll,31.82,58.2,77.5,15.99,24.21
Hutan Kampung Toll,SUNGKAI Toll,33.37,60.9,81.2,16.73,25.36
Hutan Kampung Toll,SLIM RIVER Toll,35.51,64.8,86.3,17.79,26.91
Hutan Kampung Toll,BEHRANG Toll,37.15,67.8,90.4,18.69,28.14
Hutan Kampung Toll,Tg. Malim Toll,38.79,70.8,94.3,19.43,29.37
Hutan Kampung Toll,LEMBAH BERINGIN Toll,39.77,72.6,96.8,20.01,30.11
Hutan Kampung Toll,BUKIT TAGAR Toll,40.75,74.5,99.2,20.5,30.85
Hutan Kampung Toll,BUKIT BERUNTUNG Toll,41.74,76.2,101.5,20.91,31.59
Hutan Kampung Toll,SUNGAI BUAYA Toll,42.48,77.6,103.4,21.32,32.16
Hutan Kampung Toll,RAWANG Toll,43.46,79.4,105.8,21.81,32.9
Hutan Kampung Toll,RAWANG SELATAN Toll,43.95,80.3,107,22.06,33.31
Hutan Kampung Toll,SG. BULOH HOSPITAL Toll,44.61,81.5,108.6,22.38,33.8
Hutan Kampung Toll,SG. BULOH Toll,44.85,81.9,109.2,22.47,33.97
Hutan Kampung Toll,KOTA DAMANSARA Toll,45.51,83.1,110.8,22.88,34.46
Hutan Kampung Toll,DAMANSARA Toll,45.92,84,111.9,23.04,34.79
Hutan Kampung Toll,Jalan Duta Toll,46.17,84.3,112.3,23.12,34.87
Hutan Kampung Toll,SUBANG Toll,46.17,84.3,112.3,23.12,34.87
Hutan Kampung Toll,Shah Alam Toll,46.66,85.3,113.6,23.45,35.36
Hutan Kampung Toll,Seafield Toll,47.4,86.6,115.3,23.78,35.77
Hutan Kampung Toll,BANDAR CASSIA Toll,18.15,52.8,99.8,14.78,35.82
Hutan Kampung Toll,Setia Alam Toll,47.64,87,116,23.86,36.02
Hutan Kampung Toll,USJ Toll,47.81,87.3,116.3,23.94,36.1
Hutan Kampung Toll,Bukit Raja Toll,47.81,87.3,116.4,23.94,36.18
Hutan Kampung Toll,PUTRA HEIGHTS Toll,48.3,88.3,117.6,24.19,36.51
Hutan Kampung Toll,Bandar Saujana Putra Toll,48.63,88.8,118.3,24.35,36.75
Hutan Kampung Toll,BANDAR GAMUDA COVE Toll,49.69,90.8,121,24.93,37.57
Hutan Kampung Toll,Putra Jaya Toll,50.18,91.7,122.1,25.17,37.9
Hutan Kampung Toll,BANDAR SERENIA Toll,50.92,93,124,25.58,38.48
Hutan Kampung Toll,KLIA Toll,51.41,93.7,124.6,25.99,38.89
Hutan Kampung Toll,Nilai Toll,52.64,96.2,128.1,26.4,39.79
Hutan Kampung Toll,Putera Mahkota Toll,52.64,96.3,128.3,26.48,39.79
Hutan Kampung Toll,SOUTHVILLE CITY Toll,53.14,97,129.3,26.65,40.12
Hutan Kampung Toll,BANGI Toll,53.46,97.7,130.2,26.81,40.36
Hutan Kampung Toll,KAJANG Toll,54.12,98.9,131.8,27.22,40.85
Hutan Kampung Toll,Bandar Ainsdale Toll,54.28,99.2,132.2,27.3,41.02
Hutan Kampung Toll,UPM Toll,54.37,99.3,132.3,27.3,41.02
Hutan Kampung Toll,SEREMBAN Toll,54.61,99.9,133,27.47,41.26
Hutan Kampung Toll,Sg. Besi Toll,54.86,100.3,133.6,27.55,41.43
Hutan Kampung Toll,Port Dickson Toll,55.1,100.7,134.1,27.63,41.59
Hutan Kampung Toll,Senawang Toll,55.51,101.5,135.2,27.88,41.92
Hutan Kampung Toll,PEDAS LINGGI Toll,57.32,104.7,139.5,28.78,43.23
Hutan Kampung Toll,Simpang Ampat Toll,59.86,109.4,145.8,30.09,45.2
Hutan Kampung Toll,Ayer Keroh Toll,62.24,113.8,151.6,31.24,47
Hutan Kampung Toll,Jasin Toll,64.04,117.1,156,32.14,48.32
Hutan Kampung Toll,Tangkak Toll,65.19,119.2,158.8,32.72,49.22
Hutan Kampung Toll,Bukit Gambir Toll,66.58,121.7,162.1,33.37,50.2
Hutan Kampung Toll,Pagoh Toll,68.31,124.9,166.5,34.27,51.51
Hutan Kampung Toll,Yong Peng Utara Toll,73.06,133.6,178,36.65,55.12
Hutan Kampung Toll,Ayer Hitam Toll,75.28,137.6,183.3,37.72,56.76
Hutan Kampung Toll,Machap Toll,76.1,139.1,185.4,38.13,57.34
Hutan Kampung Toll,Spg. Renggam Toll,77.65,142,189.2,38.95,58.57
Hutan Kampung Toll,Sedenak Toll,79.7,145.7,194.2,40.01,60.04
Hutan Kampung Toll,KULAI Toll,81.26,148.5,197.9,40.75,61.19
Hutan Kampung Toll,Senai Utara Toll,82.25,150.3,200.3,41.24,61.93
Hutan Kampung Toll,Skudai Toll,82.57,150.9,201.1,41.41,62.17
HUTAN MELINTANG Toll,TELUK INTAN Toll,2.9,5.8,8.7,1.5,2.2
Ipoh Selatan Toll,SIMPANG PULAI Toll,1.48,2.7,3.5,0.74,1.07
Ipoh Selatan Toll,GOPENG Toll,2.54,4.7,6.3,1.31,1.89
Ipoh Selatan Toll,TAPAH Toll,5.9,10.8,14.4,2.95,4.43
Ipoh Selatan Toll,BIDOR Toll,7.38,13.6,18.1,3.69,5.58
Ipoh Selatan Toll,SUNGKAI Toll,8.94,16.3,21.8,4.43,6.72
Ipoh Selatan Toll,SLIM RIVER Toll,11.07,20.2,26.9,5.49,8.28
Ipoh Selatan Toll,BEHRANG Toll,12.71,23.2,31,6.4,9.51
Ipoh Selatan Toll,Tg. Malim Toll,14.35,26.2,34.9,7.13,10.74
Ipoh Selatan Toll,LEMBAH BERINGIN Toll,15.33,28,37.4,7.71,11.48
Ipoh Selatan Toll,BUKIT TAGAR Toll,16.32,29.9,39.8,8.2,12.22
Ipoh Selatan Toll,BUKIT BERUNTUNG Toll,17.3,31.6,42.1,8.61,12.96
Ipoh Selatan Toll,SUNGAI BUAYA Toll,18.04,33,44,9.02,13.53
Ipoh Selatan Toll,RAWANG Toll,19.02,34.8,46.4,9.51,14.27
Ipoh Selatan Toll,RAWANG SELATAN Toll,19.52,35.7,47.6,9.76,14.68
Ipoh Selatan Toll,SG. BULOH HOSPITAL Toll,20.17,36.9,49.2,10.09,15.17
Ipoh Selatan Toll,SG. BULOH Toll,20.42,37.3,49.8,10.17,15.33
Ipoh Selatan Toll,KOTA DAMANSARA Toll,21.07,38.5,51.4,10.58,15.83
Ipoh Selatan Toll,DAMANSARA Toll,21.48,39.4,52.5,10.74,16.15
Ipoh Selatan Toll,Jalan Duta Toll,21.73,39.7,52.9,10.82,16.24
Ipoh Selatan Toll,SUBANG Toll,21.73,39.7,52.9,10.82,16.24
Ipoh Selatan Toll,Shah Alam Toll,22.22,40.7,54.2,11.15,16.73
Ipoh Selatan Toll,Seafield Toll,22.96,42,55.9,11.48,17.14
Ipoh Selatan Toll,Setia Alam Toll,23.21,42.4,56.6,11.56,17.38
Ipoh Selatan Toll,USJ Toll,23.37,42.7,56.9,11.64,17.47
Ipoh Selatan Toll,Bukit Raja Toll,23.37,42.7,57,11.64,17.55
Ipoh Selatan Toll,PUTRA HEIGHTS Toll,23.86,43.7,58.2,11.89,17.88
Ipoh Selatan Toll,Bandar Saujana Putra Toll,24.19,44.2,58.9,12.05,18.12
Ipoh Selatan Toll,BANDAR GAMUDA COVE Toll,25.26,46.2,61.7,12.63,18.94
Ipoh Selatan Toll,Putra Jaya Toll,25.75,47.1,62.7,12.87,19.27
Ipoh Selatan Toll,BANDAR SERENIA Toll,26.49,48.5,64.6,13.28,19.84
Ipoh Selatan Toll,KLIA Toll,26.98,49.1,65.2,13.69,20.25
Ipoh Selatan Toll,Nilai Toll,28.21,51.6,68.7,14.1,21.16
Ipoh Selatan Toll,Putera Mahkota Toll,28.21,51.7,68.9,14.19,21.16
Ipoh Selatan Toll,SOUTHVILLE CITY Toll,28.7,52.5,69.9,14.35,21.48
Ipoh Selatan Toll,BANGI Toll,29.03,53.1,70.8,14.51,21.73
Ipoh Selatan Toll,KAJANG Toll,29.68,54.3,72.4,14.92,22.22
Ipoh Selatan Toll,Bandar Ainsdale Toll,29.85,54.6,72.8,15.01,22.39
Ipoh Selatan Toll,UPM Toll,29.93,54.7,72.9,15.01,22.39
Ipoh Selatan Toll,SEREMBAN Toll,30.18,55.3,73.6,15.17,22.63
Ipoh Selatan Toll,Sg. Besi Toll,30.42,55.7,74.2,15.25,22.8
Ipoh Selatan Toll,Port Dickson Toll,30.67,56.1,74.7,15.33,22.96
Ipoh Selatan Toll,Senawang Toll,31.08,56.9,75.8,15.58,23.29
Ipoh Selatan Toll,PEDAS LINGGI Toll,32.88,60.1,80.1,16.48,24.6
Ipoh Selatan Toll,Simpang Ampat Toll,35.42,64.8,86.4,17.79,26.57
Ipoh Selatan Toll,Ayer Keroh Toll,37.8,69.2,92.2,18.94,28.37
Ipoh Selatan Toll,Jasin Toll,39.61,72.5,96.6,19.84,29.68
Ipoh Selatan Toll,Tangkak Toll,40.75,74.6,99.4,20.42,30.59
Ipoh Selatan Toll,Bukit Gambir Toll,42.15,77.1,102.7,21.07,31.57
Ipoh Selatan Toll,Pagoh Toll,43.87,80.3,107.1,21.98,32.88
Ipoh Selatan Toll,Yong Peng Utara Toll,48.63,89,118.6,24.35,36.49
Ipoh Selatan Toll,Ayer Hitam Toll,50.84,93,123.9,25.42,38.13
Ipoh Selatan Toll,Machap Toll,51.66,94.5,126,25.83,38.7
Ipoh Selatan Toll,Spg. Renggam Toll,53.22,97.4,129.8,26.65,39.93
Ipoh Selatan Toll,Sedenak Toll,55.27,101.1,134.8,27.72,41.41
Ipoh Selatan Toll,KULAI Toll,56.83,103.9,138.5,28.45,42.56
Ipoh Selatan Toll,Senai Utara Toll,57.81,105.7,140.9,28.95,43.3
Ipoh Selatan Toll,Skudai Toll,58.14,106.3,141.7,29.11,43.54
IPOH UTARA Toll,KUALA KANGSAR Toll,2.87,5.3,7,1.48,2.13
IPOH UTARA Toll,CANGKAT JERING Toll,5.25,9.6,12.8,2.62,3.94
IPOH UTARA Toll,TAIPING UTARA Toll,7.05,12.8,17.1,3.53,5.25
IPOH UTARA Toll,BUKIT MERAH Toll,8.28,15.1,20.1,4.1,6.15
IPOH UTARA Toll,ALOR PONGSU Toll,9.68,17.7,23.7,4.84,7.3
IPOH UTARA Toll,BANDAR BAHARU Toll,10.17,18.7,24.9,5.08,7.63
IPOH UTARA Toll,JAWI Toll,11.73,21.4,28.5,5.82,8.77
IPOH UTARA Toll,BKT. TAMBUN UTARA Toll,13.04,23.9,31.8,6.56,9.76
IPOH UTARA Toll,JURU Toll,13.78,25.2,33.6,6.89,10.33
IPOH UTARA Toll,BERTAM Toll,15.09,27.5,36.7,7.62,11.93
IPOH UTARA Toll,SG. PETANI SELATAN Toll,16.73,30.5,40.6,8.44,12.62
IPOH UTARA Toll,SG. PETANI UTARA Toll,17.47,31.8,42.4,8.77,13.11
IPOH UTARA Toll,GURUN Toll,19.27,35.2,46.9,9.76,14.51
IPOH UTARA Toll,PENDANG Toll,21.48,39.2,52.2,10.82,16.15
IPOH UTARA Toll,Alor Setar Selatan Toll,23.12,42.2,56.2,11.64,17.83
IPOH UTARA Toll,Alor Setar Utara Toll,23.78,43.3,57.7,11.97,17.87
IPOH UTARA Toll,Hutan Kampung Toll,24.44,44.6,59.4,12.3,18.63
IPOH UTARA Toll,BANDAR CASSIA Toll,18.97,54.4,102,15.11,36.13
JABOR Toll,KUANTAN Toll,1.7,3.3,5,0.8,1.7
JABOR Toll,CHENEH Toll,3.5,7,10.5,1.8,3.5
JABOR Toll,GAMBANG Toll,4.3,8.7,13,2.2,4.3
JABOR Toll,CUKAI Toll,4.9,9.9,14.8,2.5,4.9
JABOR Toll,KIJAL Toll,7.2,14.4,21.6,3.6,7.2
JABOR Toll,SRI JAYA Toll,8,16,24,4,8
JABOR Toll,KERTEH Toll,8.9,17.8,26.7,4.5,8.9
JABOR Toll,MARAN Toll,9.6,19.2,28.8,4.8,9.6
JABOR Toll,PAKA Toll,10.3,20.6,30.9,5.2,10.3
JABOR Toll,CHENOR Toll,13.7,27.4,41.1,6.8,13.7
JABOR Toll,DUNGUN Toll,12.5,25,37.5,6.3,14.5
JABOR Toll,TEMERLOH Toll,15.3,30.6,45.8,7.6,15.3
JABOR Toll,LANCANG Toll,18.5,37,55.4,9.2,18.5
JABOR Toll,AJIL Toll,19.1,38.4,57.5,9.6,19.1
JABOR Toll,KARAK Toll,21,42.1,63.1,10.5,21
JABOR Toll,TELEMUNG Toll,21.5,43.1,64.5,10.8,21.5
JABOR Toll,Kuala Terengganu (Kg Gemuroh) Toll,22.7,45.4,68.1,11.4,22.7
JABOR Toll,BUKIT BESI Toll,14.5,29.1,43.6,7.3,
Jalan Duta Toll,KOTA DAMANSARA Toll,1.48,2.8,3.7,0.74,1.15
Jalan Duta Toll,SG. BULOH Toll,1.56,2.9,3.8,0.82,1.15
Jalan Duta Toll,SG. BULOH HOSPITAL Toll,1.8,3.4,4.5,0.9,1.39
Jalan Duta Toll,DAMANSARA Toll,1.89,3.5,4.6,0.98,1.39
Jalan Duta Toll,SUBANG Toll,2.13,3.9,5.2,1.07,1.56
Jalan Duta Toll,RAWANG SELATAN Toll,2.38,4.3,5.7,1.15,1.72
Jalan Duta Toll,Shah Alam Toll,2.71,4.9,6.5,1.31,2.05
Jalan Duta Toll,RAWANG Toll,2.95,5.4,7.2,1.48,2.21
Jalan Duta Toll,Seafield Toll,3.36,6.2,8.2,1.72,2.46
Jalan Duta Toll,Setia Alam Toll,3.61,6.6,8.8,1.8,2.71
Jalan Duta Toll,USJ Toll,3.77,6.9,9.2,1.89,2.79
Jalan Duta Toll,Bukit Raja Toll,3.77,6.9,9.2,1.89,2.87
Jalan Duta Toll,SUNGAI BUAYA Toll,3.94,7.2,9.7,1.97,2.95
Jalan Duta Toll,PUTRA HEIGHTS Toll,4.26,7.9,10.5,2.13,3.2
Jalan Duta Toll,Bandar Saujana Putra Toll,4.59,8.4,11.2,2.3,3.44
Jalan Duta Toll,BUKIT BERUNTUNG Toll,4.59,8.5,11.3,2.3,3.44
Jalan Duta Toll,BUKIT TAGAR Toll,5.66,10.3,13.7,2.79,4.26
Jalan Duta Toll,BANDAR GAMUDA COVE Toll,5.74,10.5,13.9,2.87,4.26
Jalan Duta Toll,Putra Jaya Toll,6.15,11.3,15,3.12,4.59
Jalan Duta Toll,LEMBAH BERINGIN Toll,6.56,11.9,15.9,3.28,4.92
Jalan Duta Toll,BANDAR SERENIA Toll,6.97,12.7,16.9,3.44,5.17
Jalan Duta Toll,KLIA Toll,7.46,13.3,17.5,3.85,5.58
Jalan Duta Toll,Tg. Malim Toll,7.79,14.2,18.9,3.85,5.82
Jalan Duta Toll,Nilai Toll,8.61,15.8,21,4.35,6.48
Jalan Duta Toll,Putera Mahkota Toll,8.69,15.9,21.1,4.35,6.48
Jalan Duta Toll,BEHRANG Toll,9.02,16.5,22,4.51,6.81
Jalan Duta Toll,SOUTHVILLE CITY Toll,9.1,16.7,22.2,4.59,6.81
Jalan Duta Toll,BANGI Toll,9.43,17.3,23,4.76,7.05
Jalan Duta Toll,KAJANG Toll,10.09,18.6,24.7,5.08,7.54
Jalan Duta Toll,Bandar Ainsdale Toll,10.33,19,25.2,5.25,7.71
